Order,Suborder,Family,Species,MYA,Actual MYA,5My_oxy_SD,5My_oxy_M,5My_oxy_slope,5My_carb_SD,5My_carb_M,5My_carb_slope,1Mya_oxy_SD,1Mya_oxy_M,1Mya_oxy_slope,1Mya_carb_SD,1Mya_carb_M,1Mya_carb_slope,400K_oxy_SD,400K_oxy_M,400K_oxy_slope,400K_carb_SD,400K_carb_M,400K_carb_slope,200K_oxy_SD,200K_oxy_M,200K_oxy_slope,200K_carb_SD,200K_carb_M,200K_carb_slope,100K_oxy_SD,100K_oxy_M,100K_oxy_slope,100K_carb_SD,100K_carb_M,100K_carb_slope,40K_oxy_SD,40K_oxy_M,40K_oxy_slope,40K_carb_SD,40K_carb_M,40K_carb_slope,CC,log(CC),Body Estimate,log(Body), EQ = brain mass/(11.22 x body mass^0.76),Fossil,Social
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.6,-0.6,0.454,3.376,0.257,0.525,0.015,0.035,0.399,3.924,0.363,0.532,0.141,-0.576,0.412,4.049,0.883,0.457,-0.081,0.030,0.429,4.146,-0.061,0.436,-0.086,1.589,0.510,4.135,1.119,0.481,-0.007,-0.298,0.595,4.129,-34.376,0.455,0.062,14.136,1250,3.097,,,,Bodo,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.8,-0.8,0.424,3.333,0.228,0.534,0.013,0.044,0.348,3.837,0.163,0.560,0.241,-0.368,0.358,3.867,0.746,0.541,0.126,-1.556,0.357,3.934,1.057,0.487,-0.074,-1.452,0.375,4.020,-2.987,0.445,-0.166,6.146,0.255,3.979,13.572,0.414,0.009,1.586,1216.667,3.085,,,,Saldanha 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.85,-0.848,0.422,3.325,0.224,0.534,0.010,0.046,0.345,3.825,0.179,0.573,0.233,-0.217,0.381,3.860,0.652,0.536,0.141,-1.470,0.359,3.942,0.772,0.558,0.036,-5.135,0.376,3.999,3.214,0.456,-0.255,-3.864,0.477,4.078,-27.257,0.358,-0.386,16.010,940,2.973,,,,Trinil 2,
HomininPrimates,Anthropoidea,Hominoidea,Homo ergaster,-1.04,-1.04,0.407,3.297,0.210,0.534,0.013,0.040,0.321,3.758,0.209,0.562,0.228,0.197,0.370,3.810,0.064,0.520,0.268,-0.484,0.391,3.792,-0.236,0.494,0.244,-0.718,0.397,3.813,-4.108,0.533,0.165,1.975,0.462,3.649,29.783,0.583,0.237,-23.454,995,2.998,,,,Daka (BOU VP 2/66),
HomininPrimates,Anthropoidea,Hominoidea,Homo ergaster,-1.1,-1.1,0.405,3.290,0.209,0.534,0.013,0.034,0.315,3.766,0.197,0.575,0.185,0.371,0.369,3.816,0.464,0.509,0.262,-0.267,0.371,3.873,-0.323,0.486,0.198,0.300,0.316,3.808,3.185,0.506,0.257,-3.904,0.283,4.012,-12.631,0.478,0.049,13.107,732.33,2.865,,,,OH 12,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-1.15,-1.15,0.402,3.283,0.206,0.536,0.015,0.031,0.311,3.753,0.178,0.579,0.171,0.483,0.374,3.829,-0.210,0.512,0.289,0.033,0.362,3.850,-1.012,0.499,0.262,0.539,0.415,3.791,-1.969,0.456,0.285,4.228,0.238,3.596,4.136,0.470,0.498,-6.776,779,2.892,,,,Lantian 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-1.25,-1.2499,0.398,3.272,0.206,0.539,0.016,0.021,0.297,3.740,0.225,0.591,0.132,0.568,0.338,3.825,0.242,0.550,0.362,-0.871,0.350,3.800,2.400,0.550,0.312,-1.324,0.282,3.925,2.011,0.543,0.229,-3.031,0.318,3.939,11.583,0.557,0.145,-14.149,1020,3.009,,,,Sangiran 17,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-1.29,-1.2891,0.394,3.267,0.204,0.540,0.017,0.017,0.296,3.726,0.227,0.590,0.123,0.617,0.339,3.827,-0.113,0.556,0.399,-0.668,0.360,3.767,1.584,0.525,0.323,0.702,0.310,3.858,2.447,0.545,0.374,-2.400,0.250,3.940,8.737,0.514,0.311,-1.741,868.6,2.939,,,,Sangiran 10,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-1.3,-1.3,0.393,3.265,0.203,0.541,0.018,0.017,0.293,3.720,0.215,0.590,0.121,0.636,0.334,3.818,-0.256,0.561,0.398,-0.398,0.358,3.757,0.494,0.527,0.326,1.408,0.332,3.777,2.522,0.549,0.415,-1.067,0.225,3.918,-8.654,0.549,0.305,14.347,800,2.903,,,,Buia,
HomininPrimates,Anthropoidea,Hominoidea,Homo ergaster,-1.44,-1.44,0.389,3.251,0.201,0.542,0.020,-0.002,0.290,3.692,0.299,0.580,0.097,0.432,0.309,3.786,0.456,0.598,0.289,0.799,0.344,3.822,0.154,0.545,0.402,-2.886,0.396,3.852,-5.381,0.502,0.253,-1.517,0.402,3.729,-15.135,0.466,0.158,0.293,904.5,2.956,,,,KNM-WT 15000,
HomininPrimates,Anthropoidea,Hominoidea,Homo ergaster,-1.45,-1.448,0.389,3.250,0.201,0.542,0.020,-0.004,0.291,3.696,0.300,0.580,0.093,0.426,0.305,3.797,0.536,0.605,0.277,0.828,0.331,3.839,0.787,0.550,0.409,-3.353,0.375,3.914,-4.136,0.492,0.217,-1.919,0.403,3.767,3.708,0.397,0.092,-17.071,1070.5,3.030,,,,OH 9,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-1.49,-1.488,0.387,3.246,0.200,0.545,0.023,-0.009,0.288,3.693,0.277,0.583,0.083,0.471,0.291,3.773,0.810,0.607,0.275,1.180,0.316,3.876,0.621,0.576,0.471,-1.311,0.321,3.935,0.217,0.545,0.383,-1.133,0.337,3.911,0.418,0.504,0.436,-8.494,792.571,2.899,,,,Sangiran 2,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-1.49,-1.488,0.387,3.246,0.200,0.545,0.023,-0.009,0.288,3.693,0.277,0.583,0.083,0.471,0.291,3.773,0.810,0.607,0.275,1.180,0.316,3.876,0.621,0.576,0.471,-1.311,0.321,3.935,0.217,0.545,0.383,-1.133,0.337,3.911,0.418,0.504,0.436,-8.494,900,2.954,,,,Sangiran 3,
HomininPrimates,Anthropoidea,Hominoidea,Homo ergaster,-1.575,-1.573,0.380,3.234,0.196,0.546,0.022,-0.020,0.286,3.678,0.183,0.584,0.048,0.420,0.269,3.736,0.419,0.594,0.190,1.526,0.293,3.781,1.340,0.591,0.414,1.991,0.305,3.865,-1.668,0.575,0.547,0.023,0.338,3.821,22.460,0.566,0.520,-6.331,825.667,2.917,,,,KNM-ER 3883,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-1.6,-1.6,0.377,3.230,0.194,0.546,0.023,-0.025,0.285,3.668,0.182,0.578,0.045,0.345,0.265,3.715,0.358,0.594,0.174,1.327,0.279,3.765,0.368,0.620,0.327,3.438,0.284,3.810,-2.661,0.616,0.521,4.672,0.195,3.651,-3.109,0.514,0.649,-0.187,856,2.932,,,,Sangiran 4,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-1.6,-1.6,0.377,3.230,0.194,0.546,0.023,-0.025,0.285,3.668,0.182,0.578,0.045,0.345,0.265,3.715,0.358,0.594,0.174,1.327,0.279,3.765,0.368,0.620,0.327,3.438,0.284,3.810,-2.661,0.616,0.521,4.672,0.195,3.651,-3.109,0.514,0.649,-0.187,850,2.929,,,,Sangiran 9,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-1.66,-1.66,0.375,3.223,0.191,0.546,0.024,-0.039,0.287,3.658,0.189,0.566,0.024,0.197,0.260,3.696,0.410,0.561,0.121,0.595,0.270,3.731,1.169,0.623,0.169,2.028,0.283,3.793,3.441,0.574,0.318,1.812,0.279,3.863,9.760,0.653,0.381,10.596,951,2.978,,,,Sangiran 12,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-1.66,-1.66,0.375,3.223,0.191,0.546,0.024,-0.039,0.287,3.658,0.189,0.566,0.024,0.197,0.260,3.696,0.410,0.561,0.121,0.595,0.270,3.731,1.169,0.623,0.169,2.028,0.283,3.793,3.441,0.574,0.318,1.812,0.279,3.863,9.760,0.653,0.381,10.596,1000,3.000,,,,Sangiran 31,
HomininPrimates,Anthropoidea,Hominoidea,Homo habilis,-1.7,-1.7,0.372,3.218,0.189,0.546,0.024,-0.044,0.287,3.645,0.188,0.557,0.015,0.128,0.267,3.704,-0.054,0.572,0.061,0.748,0.260,3.684,0.990,0.576,0.136,0.441,0.273,3.734,0.800,0.588,0.166,2.651,0.271,3.757,13.857,0.542,0.204,-2.794,662.286,2.821,,,,OH 13,
HomininPrimates,Anthropoidea,Hominoidea,Homo habilis,-1.74,-1.74,0.370,3.213,0.187,0.546,0.024,-0.048,0.285,3.643,0.153,0.557,0.003,0.138,0.266,3.695,-0.072,0.568,0.042,0.712,0.257,3.698,-0.180,0.566,0.106,0.416,0.249,3.696,0.164,0.617,0.109,2.943,0.263,3.636,8.611,0.555,0.246,6.247,639.2,2.806,,,,OH 16,
HomininPrimates,Anthropoidea,Hominoidea,Homo habilis,-1.75,-1.749,0.369,3.212,0.187,0.546,0.024,-0.049,0.285,3.639,0.154,0.557,0.003,0.123,0.264,3.692,-0.128,0.570,0.032,0.811,0.252,3.688,-0.265,0.562,0.107,0.218,0.246,3.699,-1.615,0.628,0.082,3.601,0.251,3.660,-7.962,0.587,0.165,17.765,475,2.677,,,,SK 27,
HomininPrimates,Anthropoidea,Hominoidea,Homo habilis,-1.75,-1.749,0.369,3.212,0.187,0.546,0.024,-0.049,0.285,3.639,0.154,0.557,0.003,0.123,0.264,3.692,-0.128,0.570,0.032,0.811,0.252,3.688,-0.265,0.562,0.107,0.218,0.246,3.699,-1.615,0.628,0.082,3.601,0.251,3.660,-7.962,0.587,0.165,17.765,507,2.705,,,,SK 847,
HomininPrimates,Anthropoidea,Hominoidea,Homo habilis,-1.75,-1.749,0.369,3.212,0.187,0.546,0.024,-0.049,0.285,3.639,0.154,0.557,0.003,0.123,0.264,3.692,-0.128,0.570,0.032,0.811,0.252,3.688,-0.265,0.562,0.107,0.218,0.246,3.699,-1.615,0.628,0.082,3.601,0.251,3.660,-7.962,0.587,0.165,17.765,570,2.756,,,,Stw 53,
HomininPrimates,Anthropoidea,Hominoidea,Homo georgicus,-1.77,-1.77,0.369,3.209,0.187,0.546,0.023,-0.052,0.292,3.630,0.220,0.552,0.000,0.059,0.270,3.707,-0.172,0.577,0.010,0.654,0.250,3.707,-0.107,0.559,0.061,0.023,0.244,3.698,1.272,0.610,0.048,-1.554,0.252,3.758,-3.005,0.613,0.002,-3.223,775,2.889,,,,Dmansi 2280,
HomininPrimates,Anthropoidea,Hominoidea,Homo georgicus,-1.77,-1.77,0.369,3.209,0.187,0.546,0.023,-0.052,0.292,3.630,0.220,0.552,0.000,0.059,0.270,3.707,-0.172,0.577,0.010,0.654,0.250,3.707,-0.107,0.559,0.061,0.023,0.244,3.698,1.272,0.610,0.048,-1.554,0.252,3.758,-3.005,0.613,0.002,-3.223,650,2.813,,,,Dmansi 2282,
HomininPrimates,Anthropoidea,Hominoidea,Homo georgicus,-1.77,-1.77,0.369,3.209,0.187,0.546,0.023,-0.052,0.292,3.630,0.220,0.552,0.000,0.059,0.270,3.707,-0.172,0.577,0.010,0.654,0.250,3.707,-0.107,0.559,0.061,0.023,0.244,3.698,1.272,0.610,0.048,-1.554,0.252,3.758,-3.005,0.613,0.002,-3.223,600,2.778,,,,Dmansi 2700,
HomininPrimates,Anthropoidea,Hominoidea,Homo ergaster,-1.78,-1.78,0.369,3.208,0.187,0.546,0.024,-0.053,0.292,3.628,0.235,0.553,0.001,0.052,0.269,3.709,-0.138,0.580,0.011,0.651,0.254,3.699,0.326,0.559,0.072,-0.135,0.239,3.697,2.182,0.618,0.069,-1.969,0.254,3.761,6.338,0.625,0.020,-3.071,825.4,2.917,,,,KNM-ER 3733,
HomininPrimates,Anthropoidea,Hominoidea,Homo habilis,-1.78,-1.78,0.369,3.208,0.187,0.546,0.024,-0.053,0.292,3.628,0.235,0.553,0.001,0.052,0.269,3.709,-0.138,0.580,0.011,0.651,0.254,3.699,0.326,0.559,0.072,-0.135,0.239,3.697,2.182,0.618,0.069,-1.969,0.254,3.761,6.338,0.625,0.020,-3.071,674,2.829,,,,OH 7,
HomininPrimates,Anthropoidea,Hominoidea,Homo habilis,-1.84,-1.84,0.365,3.200,0.184,0.545,0.025,-0.056,0.294,3.614,0.251,0.547,0.009,-0.010,0.266,3.687,0.087,0.561,0.002,0.717,0.252,3.664,0.624,0.542,0.114,-0.313,0.264,3.701,-1.101,0.526,0.110,0.719,0.239,3.659,5.978,0.594,0.131,-4.164,500,2.699,,,,Omo L894-1,
HomininPrimates,Anthropoidea,Hominoidea,Homo rudolfensis,-1.85,-1.85,0.363,3.198,0.183,0.545,0.025,-0.057,0.293,3.608,0.254,0.544,0.011,-0.035,0.265,3.685,-0.004,0.558,-0.007,0.767,0.246,3.661,0.160,0.519,0.103,0.038,0.258,3.680,-1.758,0.491,0.118,0.546,0.228,3.604,-1.754,0.511,0.178,-5.601,782.5,2.893,,,,KNM-ER1590,
HomininPrimates,Anthropoidea,Hominoidea,Homo habilis,-1.85,-1.85,0.363,3.198,0.183,0.545,0.025,-0.057,0.293,3.608,0.254,0.544,0.011,-0.035,0.265,3.685,-0.004,0.558,-0.007,0.767,0.246,3.661,0.160,0.519,0.103,0.038,0.258,3.680,-1.758,0.491,0.118,0.546,0.228,3.604,-1.754,0.511,0.178,-5.601,616,2.790,,,,KNM-ER1805,
HomininPrimates,Anthropoidea,Hominoidea,Homo habilis,-1.855,-1.855,0.363,3.197,0.183,0.545,0.025,-0.058,0.293,3.608,0.259,0.545,0.012,-0.041,0.265,3.685,0.041,0.559,-0.008,0.780,0.249,3.663,0.239,0.518,0.099,0.257,0.254,3.694,-1.824,0.497,0.099,2.098,0.240,3.609,-0.100,0.500,0.200,-3.540,597,2.776,,,,OH 24,
HomininPrimates,Anthropoidea,Hominoidea,Homo rudolfensis,-1.88,-1.88,0.363,3.194,0.183,0.546,0.026,-0.061,0.296,3.601,0.301,0.540,0.009,-0.072,0.273,3.677,0.307,0.554,-0.017,0.572,0.272,3.699,-0.259,0.542,0.037,1.249,0.265,3.702,0.704,0.498,0.073,0.987,0.292,3.737,-10.748,0.471,0.089,9.554,776,2.890,,,,KNM-ER 1470,
HomininPrimates,Anthropoidea,Hominoidea,Homo rudolfensis,-1.88,-1.88,0.363,3.194,0.183,0.546,0.026,-0.061,0.296,3.601,0.301,0.540,0.009,-0.072,0.273,3.677,0.307,0.554,-0.017,0.572,0.272,3.699,-0.259,0.542,0.037,1.249,0.265,3.702,0.704,0.498,0.073,0.987,0.292,3.737,-10.748,0.471,0.089,9.554,622.5,2.794,,,,KNM-ER 3732,
HomininPrimates,Anthropoidea,Hominoidea,Homo habilis,-1.89,-1.89,0.362,3.192,0.183,0.546,0.026,-0.063,0.297,3.598,0.305,0.542,0.005,-0.080,0.272,3.679,0.241,0.556,-0.026,0.492,0.278,3.711,-0.628,0.554,0.015,1.238,0.267,3.691,1.019,0.509,0.043,0.446,0.292,3.737,-8.490,0.512,0.052,-0.060,506.333,2.704,,,,KNM-ER 1813,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus garhi,-2.5,-2.5,0.299,3.084,0.133,0.558,0.059,-0.115,0.305,3.324,0.557,0.485,0.009,0.071,0.294,3.498,0.749,0.526,0.033,-0.563,0.317,3.561,1.235,0.541,-0.007,-1.216,0.327,3.597,5.488,0.571,-0.035,-6.074,0.322,3.832,-5.533,0.550,-0.338,15.992,450,2.653,,,,Bou-VP-12/130,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus africanus,-2.5,-2.5,0.299,3.084,0.133,0.558,0.059,-0.115,0.305,3.324,0.557,0.485,0.009,0.071,0.294,3.498,0.749,0.526,0.033,-0.563,0.317,3.561,1.235,0.541,-0.007,-1.216,0.327,3.597,5.488,0.571,-0.035,-6.074,0.322,3.832,-5.533,0.550,-0.338,15.992,435,2.638,,,,MLD 37/38,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus africanus,-2.5,-2.5,0.299,3.084,0.133,0.558,0.059,-0.115,0.305,3.324,0.557,0.485,0.009,0.071,0.294,3.498,0.749,0.526,0.033,-0.563,0.317,3.561,1.235,0.541,-0.007,-1.216,0.327,3.597,5.488,0.571,-0.035,-6.074,0.322,3.832,-5.533,0.550,-0.338,15.992,400,2.602,,,,Sts 60,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus africanus,-2.5,-2.5,0.299,3.084,0.133,0.558,0.059,-0.115,0.305,3.324,0.557,0.485,0.009,0.071,0.294,3.498,0.749,0.526,0.033,-0.563,0.317,3.561,1.235,0.541,-0.007,-1.216,0.327,3.597,5.488,0.571,-0.035,-6.074,0.322,3.832,-5.533,0.550,-0.338,15.992,457,2.660,,,,Type 2,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus africanus,-2.6,-2.6,0.283,3.067,0.121,0.558,0.063,-0.123,0.284,3.271,0.507,0.460,0.005,0.173,0.279,3.415,0.873,0.502,0.039,-0.071,0.296,3.486,1.290,0.510,0.031,-0.856,0.300,3.523,0.391,0.504,0.023,0.069,0.328,3.500,17.204,0.573,0.049,-13.819,515,2.712,,,,Stw 505,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus africanus,-2.8,-2.8,0.258,3.038,0.102,0.563,0.067,-0.144,0.252,3.195,0.338,0.423,-0.023,0.281,0.243,3.278,0.909,0.480,0.019,0.143,0.244,3.347,1.697,0.495,0.046,0.726,0.218,3.421,1.912,0.496,0.107,1.580,0.234,3.513,2.674,0.523,0.146,-6.101,510,2.708,,,,MLD 1,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus africanus,-2.8,-2.8,0.258,3.038,0.102,0.563,0.067,-0.144,0.252,3.195,0.338,0.423,-0.023,0.281,0.243,3.278,0.909,0.480,0.019,0.143,0.244,3.347,1.697,0.495,0.046,0.726,0.218,3.421,1.912,0.496,0.107,1.580,0.234,3.513,2.674,0.523,0.146,-6.101,436,2.639,,,,Sts 19/58,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus africanus,-2.8,-2.8,0.258,3.038,0.102,0.563,0.067,-0.144,0.252,3.195,0.338,0.423,-0.023,0.281,0.243,3.278,0.909,0.480,0.019,0.143,0.244,3.347,1.697,0.495,0.046,0.726,0.218,3.421,1.912,0.496,0.107,1.580,0.234,3.513,2.674,0.523,0.146,-6.101,485,2.686,,,,Sts 5,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus africanus,-2.8,-2.8,0.258,3.038,0.102,0.563,0.067,-0.144,0.252,3.195,0.338,0.423,-0.023,0.281,0.243,3.278,0.909,0.480,0.019,0.143,0.244,3.347,1.697,0.495,0.046,0.726,0.218,3.421,1.912,0.496,0.107,1.580,0.234,3.513,2.674,0.523,0.146,-6.101,428,2.631,,,,Sts 71,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus afarensis,-3,-3,0.243,3.013,0.086,0.568,0.071,-0.176,0.228,3.130,0.184,0.370,-0.070,0.304,0.243,3.204,-0.196,0.459,0.038,0.018,0.215,3.198,0.834,0.459,-0.013,-1.463,0.207,3.205,4.072,0.457,-0.055,-1.302,0.193,3.327,6.180,0.467,-0.052,4.309,550,2.740,,,,AL 444-2,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus afarensis,-3.15,-3.148,0.239,3.001,0.077,0.572,0.081,-0.187,0.221,3.103,0.125,0.347,-0.060,0.279,0.241,3.136,0.239,0.423,0.006,1.625,0.263,3.168,-1.934,0.456,0.183,2.272,0.210,3.057,1.362,0.466,0.331,-6.351,0.179,3.137,0.674,0.409,0.011,-12.885,400,2.602,,,,AL 162-28,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus afarensis,-3.2,-3.2,0.239,2.999,0.076,0.574,0.081,-0.198,0.222,3.098,0.149,0.340,-0.074,0.187,0.237,3.135,0.351,0.397,-0.028,1.543,0.268,3.210,-2.300,0.453,0.095,5.102,0.245,3.077,-3.204,0.410,0.333,6.835,0.225,2.989,-5.365,0.409,0.543,10.795,387,2.588,,,,AL 288-1,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus afarensis,-3.2,-3.2,0.239,2.999,0.076,0.574,0.081,-0.198,0.222,3.098,0.149,0.340,-0.074,0.187,0.237,3.135,0.351,0.397,-0.028,1.543,0.268,3.210,-2.300,0.453,0.095,5.102,0.245,3.077,-3.204,0.410,0.333,6.835,0.225,2.989,-5.365,0.409,0.543,10.795,400,2.602,,,,AL 333-105,
HomininPrimates,Anthropoidea,Hominoidea,Australopithecus afarensis,-3.2,-3.2,0.239,2.999,0.076,0.574,0.081,-0.198,0.222,3.098,0.149,0.340,-0.074,0.187,0.237,3.135,0.351,0.397,-0.028,1.543,0.268,3.210,-2.300,0.453,0.095,5.102,0.245,3.077,-3.204,0.410,0.333,6.835,0.225,2.989,-5.365,0.409,0.543,10.795,492,2.692,,,,AL 333-45,
HomininPrimates,Anthropoidea,Hominoidea,Ardipithecus ramidus,-4.4,-4.4,0.239,2.942,0.063,0.672,0.229,-0.323,0.226,2.986,0.289,0.574,-0.063,-0.676,0.185,3.057,-0.381,0.371,-0.235,0.030,0.180,3.017,-1.023,0.391,-0.225,1.372,0.179,2.944,0.592,0.387,-0.123,-0.168,0.147,2.965,3.920,0.266,-0.105,0.837,300,2.477,500,,,ARA-VP-6/500 ,
HomininPrimates,Anthropoidea,Hominoidea,Paranthropus aethiopicus  ,-2.5,-2.5,0.299,3.084,0.133,0.558,0.059,-0.115,0.305,3.324,0.557,0.485,0.009,0.071,0.294,3.498,0.749,0.526,0.033,-0.563,0.317,3.561,1.235,0.541,-0.007,-1.216,0.327,3.597,5.488,0.571,-0.035,-6.074,0.322,3.832,-5.533,0.550,-0.338,15.992,410,2.613,376.66,,,KNM-Wf 17000,
HomininPrimates,Anthropoidea,Hominoidea,Paranthropus boisei  ,-1.5,-1.5,0.386,3.244,0.200,0.546,0.023,-0.010,0.288,3.694,0.262,0.583,0.077,0.475,0.293,3.762,0.949,0.599,0.268,1.163,0.301,3.878,0.972,0.585,0.457,-0.623,0.305,3.942,2.775,0.550,0.396,-2.056,0.308,4.032,2.321,0.539,0.305,7.134,500,2.699,698.43,,,KNM-ER406 ,
HomininPrimates,Anthropoidea,Hominoidea,Paranthropus boisei  ,-1.7,-1.7,0.372,3.218,0.189,0.546,0.024,-0.044,0.287,3.645,0.188,0.557,0.015,0.128,0.267,3.704,-0.054,0.572,0.061,0.748,0.260,3.684,0.990,0.576,0.136,0.441,0.273,3.734,0.800,0.588,0.166,2.651,0.271,3.757,13.857,0.542,0.204,-2.794,500,2.699,319.79,,,KNM-ER732 ,
HomininPrimates,Anthropoidea,Hominoidea,Paranthropus boisei ,-1.8,-1.8,0.366,3.205,0.185,0.546,0.024,-0.054,0.292,3.619,0.240,0.550,0.006,0.024,0.264,3.696,-0.148,0.572,0.014,0.626,0.249,3.681,-0.022,0.559,0.080,0.111,0.241,3.641,1.388,0.566,0.108,-1.585,0.205,3.664,-0.639,0.626,0.061,2.023,520,2.716,576.03,,,OH5 ,
